facility_id,facility_name,facility_type,district,mandal,village,latitude,longitude,department,source_layer,record_completeness_pct
TG-16-67,CHC Yacharam,Community Health Centre,Ranga Reddy,Kandukur,Murlinagar,17.0251,78.3949,TVVP,Community Health Centre,100.0
TG-17-263,PHC Eliminedu,Primary Health Centre,Ranga Reddy,Ibrahimpatnam,Ibrahimpatnam (Khalsa),17.182742,78.651005,,Primary Health Centre,100.0
TG-17-288,Primary Health Centre Arutla,Primary Health Centre,Ranga Reddy,Manchal,Arutla,17.138648,78.756653,,Primary Health Centre,100.0
TG-17-290,Primary Health Centre Dandumailaram,Primary Health Centre,Ranga Reddy,Ibrahimpatnam,Dandumailaram,17.229532,78.763262,,Primary Health Centre,100.0
TG-17-187,Primary Health Centre Dubbacherla,Primary Health Centre,Ranga Reddy,Maheswaram,Dubbacherla,17.106554,78.375296,,Primary Health Centre,100.0
TG-17-283,Primary Health Centre Manchal,Primary Health Centre,Ranga Reddy,Manchal,Manchal,17.160146,78.72477,,Primary Health Centre,100.0
TG-17-265,Primary Health Centre Yacharam,Primary Health Centre,Ranga Reddy,Yacharam,Yacharam,17.047559,78.663686,,Primary Health Centre,100.0
TG-17-112,"Primary Health Centre, Aloor",Primary Health Centre,Ranga Reddy,Chevella,Aloor I,17.322982,78.064135,,Primary Health Centre,100.0
TG-17-232,"Primary Health Centre, Amangal",Primary Health Centre,Ranga Reddy,Amangal,Amangal,16.854932,78.530255,,Primary Health Centre,100.0
TG-17-146,"Primary Health Centre, Burgula",Primary Health Centre,Ranga Reddy,Farooqnagar,Burgul,16.98119,78.208271,,Primary Health Centre,100.0
TG-17-131,"Primary Health Centre, Chandanvally",Primary Health Centre,Ranga Reddy,Shabad,Chandenvalle,17.230006,78.16947,,Primary Health Centre,100.0
TG-17-117,"Primary Health Centre, Chinchode",Primary Health Centre,Ranga Reddy,Farooqnagar,Chinchod,17.031012,78.11065,,Primary Health Centre,100.0
TG-17-204,"Primary Health Centre, Gattu Ippalpally",Primary Health Centre,Ranga Reddy,Talakondapally,Gattu Ippalapalle,16.799808,78.4424,,Primary Health Centre,100.0
TG-17-278,"Primary Health Centre, Irwin",Primary Health Centre,Ranga Reddy,Madgul,Irwin,16.786643,78.709547,,Primary Health Centre,100.0
TG-17-217,"Primary Health Centre, Kandukur",Primary Health Centre,Ranga Reddy,Kandukur,Kandukur,17.069534,78.47622,,Primary Health Centre,100.0
TG-17-175,"Primary Health Centre, Keshampet",Primary Health Centre,Ranga Reddy,Keshampeta,Keshampet,16.954352,78.347931,,Primary Health Centre,100.0
TG-17-108,"Primary Health Centre, Kondurg",Primary Health Centre,Ranga Reddy,Kondurg,Kondurg(West),17.093264,78.038455,,Primary Health Centre,100.0
TG-17-162,"Primary Health Centre, Kothur",Primary Health Centre,Ranga Reddy,Nandigama,Nandigama,17.133961,78.286462,,Primary Health Centre,100.0
TG-17-228,"Primary Health Centre, Lemoor",Primary Health Centre,Ranga Reddy,Kandukur,Lemoor,17.136592,78.520855,,Primary Health Centre,100.0
TG-17-271,"Primary Health Centre, Madgul",Primary Health Centre,Ranga Reddy,Madgul,Madgul,16.860639,78.693939,,Primary Health Centre,100.0
TG-17-229,"Primary Health Centre, Masigandi",Primary Health Centre,Ranga Reddy,Kadthal,Kadthal,16.954031,78.521089,,Primary Health Centre,100.0
TG-17-159,"Primary Health Centre, Moinabad",Primary Health Centre,Ranga Reddy,Moinabad,Surangal,17.327023,78.270595,,Primary Health Centre,100.0
TG-17-202,"Primary Health Centre, Myladeverpally",Primary Health Centre,Ranga Reddy,Rajendranagar,Mailardevpally,17.308524,78.440372,,Primary Health Centre,100.0
TG-17-236,"Primary Health Centre, Rachaloor",Primary Health Centre,Ranga Reddy,Kandukur,Rachloor,17.114718,78.539741,,Primary Health Centre,100.0
TG-17-123,"Primary Health Centre, Shankarpally",Primary Health Centre,Ranga Reddy,Shankarpalle,Shankarpalle,17.456575,78.129583,,Primary Health Centre,100.0
TG-17-196,"Primary Health Centre, Talakondapally",Primary Health Centre,Ranga Reddy,Talakondapally,Talakondapalle,16.888598,78.416036,,Primary Health Centre,100.0
TG-17-132,"Primary Health Centre, Tangutoor",Primary Health Centre,Ranga Reddy,Shankarpalle,Tangutoor,17.410135,78.174078,,Primary Health Centre,100.0
TG-17-126,"Primary Health Centre,Shabad",Primary Health Centre,Ranga Reddy,Shabad,Shabad,17.158817,78.133739,,Primary Health Centre,100.0
TG-17-171,primary Health Centre Narkuda,Primary Health Centre,Ranga Reddy,Shamshabad,Narkhuda,17.256639,78.332892,,Primary Health Centre,100.0
TG-17-172,primary Health centre Peddashapur,Primary Health Centre,Ranga Reddy,Shamshabad,Peddashapur,17.219557,78.336045,,Primary Health Centre,100.0
TG-18-784,SubCentre Kyathur,Sub Centre,Ranga Reddy,Kothur,Kothur,17.14735,78.2889,,Health Sub Centre,100.0
TG-18-897,"SubCentre, Pocharam",Sub Centre,Ranga Reddy,Ibrahimpatnam,Pocharam,17.1729,78.6058,,Health Sub Centre,100.0
TG-8-43,Government General Hospital,Teaching Hospital,Ranga Reddy,Hayathnagar,Sahebnagar_Kalan,17.328979,78.563914,Director of Medical Education,Medical Colleges,100.0
TG-15-286,Abdullapur(UPHC),Urban Primary Health Centre,Ranga Reddy,Abdullapurmet,Abdullapur,17.310094,78.686139,,Urban Primary Health Centre,100.0
TG-15-287,Balapur(UPHC),Urban Primary Health Centre,Ranga Reddy,Balapur,Meerpet,17.315928,78.524977,,Urban Primary Health Centre,100.0
TG-15-288,Narsingi(UPHC),Urban Primary Health Centre,Ranga Reddy,Gandipet,Narsingi,17.389488,78.35764,,Urban Primary Health Centre,100.0
TG-15-202,PHC Abdullapurmet,Urban Primary Health Centre,Ranga Reddy,Abdullapurmet,Abdullapur,17.310094,78.686139,,Urban Primary Health Centre,100.0
TG-15-201,PHC Balapur,Urban Primary Health Centre,Ranga Reddy,Balapur,Meerpet,17.315928,78.524977,,Urban Primary Health Centre,100.0
TG-15-214,PHC Narsingi,Urban Primary Health Centre,Ranga Reddy,Gandipet,Narsingi,17.389488,78.35764,,Urban Primary Health Centre,100.0
TG-15-200,PHC Saroornagar (24X7),Urban Primary Health Centre,Ranga Reddy,Saroornagar,Gaddiannaram,17.366848,78.53449,,Urban Primary Health Centre,100.0
TG-15-213,PHC Serilingampally (24X7),Urban Primary Health Centre,Ranga Reddy,Serilingampalle,Gachibowli,17.468371,78.329014,,Urban Primary Health Centre,100.0
TG-15-289,Saroornagar(UPHC),Urban Primary Health Centre,Ranga Reddy,Saroornagar,Gaddiannaram,17.366848,78.53449,,Urban Primary Health Centre,100.0
TG-15-292,Serilingampally(UPHC),Urban Primary Health Centre,Ranga Reddy,Serilingampalle,Serilingampalle (M),17.479689,78.320819,,Urban Primary Health Centre,100.0
TG-15-222,UPHC Badangpet,Urban Primary Health Centre,Ranga Reddy,Balapur,Dawoodkhanguda,17.295805,78.533924,,Urban Primary Health Centre,100.0
TG-15-219,UPHC BandlaGuda,Urban Primary Health Centre,Ranga Reddy,Gandipet,Bandlaguda Jagir,17.352753,78.377943,,Urban Primary Health Centre,100.0
TG-15-28,UPHC Bandlaguda,Urban Primary Health Centre,Ranga Reddy,Balapur,Balapur,17.297494,78.472886,,Urban Primary Health Centre,100.0
TG-15-209,UPHC Hafeezpet (24x7),Urban Primary Health Centre,Ranga Reddy,Serilingampalle,Hafeezpet,17.486728,78.356846,,Urban Primary Health Centre,100.0
TG-15-290,UPHC Hafeezpet(UPHC),Urban Primary Health Centre,Ranga Reddy,Serilingampalle,Hafeezpet,17.486728,78.356846,,Urban Primary Health Centre,100.0
TG-15-207,UPHC Hassannagar,Urban Primary Health Centre,Ranga Reddy,Rajendranagar,Bomrukundowla,17.337316,78.444332,,Urban Primary Health Centre,100.0
TG-15-224,UPHC Jalpally,Urban Primary Health Centre,Ranga Reddy,Balapur,Jalpally,17.288467,78.467388,,Urban Primary Health Centre,100.0
TG-15-148,UPHC Kothapet,Urban Primary Health Centre,Ranga Reddy,Saroornagar,Gaddiannaram,17.369827,78.536463,,Urban Primary Health Centre,100.0
TG-15-218,UPHC Krishna Nagar,Urban Primary Health Centre,Ranga Reddy,Saroornagar,Saroornagar,17.370974,78.551474,,Urban Primary Health Centre,100.0
TG-15-220,UPHC M.M.Pahadi,Urban Primary Health Centre,Ranga Reddy,Rajendranagar,Attapur,17.354719,78.431749,,Urban Primary Health Centre,100.0
TG-15-208,UPHC Mailardevpally,Urban Primary Health Centre,Ranga Reddy,Rajendranagar,Mailardevpally,17.315615,78.446597,,Urban Primary Health Centre,100.0
TG-15-205,UPHC Mansoorabad (24X7),Urban Primary Health Centre,Ranga Reddy,Saroornagar,Mansoorabad,17.346566,78.56784,,Urban Primary Health Centre,100.0
TG-15-291,UPHC Mansoorabad(UPHC),Urban Primary Health Centre,Ranga Reddy,Saroornagar,Mansoorabad,17.346566,78.56784,,Urban Primary Health Centre,100.0
TG-15-221,UPHC Meerpet,Urban Primary Health Centre,Ranga Reddy,Balapur,Jillalguda,17.329318,78.524297,,Urban Primary Health Centre,100.0
TG-15-212,UPHC Nandanavanam,Urban Primary Health Centre,Ranga Reddy,Hayathnagar,Sahebnagar_Khurd,17.325753,78.538489,,Urban Primary Health Centre,100.0
TG-15-211,UPHC Raidarga,Urban Primary Health Centre,Ranga Reddy,Serilingampalle,Raidurg Khalsa,17.422173,78.381823,,Urban Primary Health Centre,100.0
TG-15-203,UPHC Ranganayakulagutta,Urban Primary Health Centre,Ranga Reddy,Hayathnagar,Anmagal Hayathnagar,17.313466,78.614553,,Urban Primary Health Centre,100.0
TG-15-204,UPHC Saheb Nagar,Urban Primary Health Centre,Ranga Reddy,Hayathnagar,Sahebnagar_Kalan,17.315843,78.582985,,Urban Primary Health Centre,100.0
TG-15-223,UPHC Shadnagar,Urban Primary Health Centre,Ranga Reddy,Farooqnagar,Farooqnagar(U.A),17.067307,78.203703,,Urban Primary Health Centre,100.0
TG-15-206,UPHC Shivarampally,Urban Primary Health Centre,Ranga Reddy,Rajendranagar,Katedhan,17.328831,78.426825,,Urban Primary Health Centre,100.0
TG-15-51,UPHC Teegalkunta,Urban Primary Health Centre,Ranga Reddy,Rajendranagar,Mailardevpally,17.333018,78.457317,,Urban Primary Health Centre,100.0
TG-15-210,UPHC Upparpally,Urban Primary Health Centre,Ranga Reddy,Rajendranagar,Upperpally,17.361735,78.42113,,Urban Primary Health Centre,100.0
TG-15-217,"UPHC,Champapet",Urban Primary Health Centre,Ranga Reddy,Saroornagar,Gaddiannaram,17.345034,78.527123,,Urban Primary Health Centre,100.0
TG-15-216,"UPHC,Gunti jangaiah colony",Urban Primary Health Centre,Ranga Reddy,Saroornagar,Mansoorabad,17.343419,78.552954,,Urban Primary Health Centre,100.0
TG-10-62,AH A. Jogipet,Area Hospital,Sangareddy,Andole,Jogipet,17.836722,78.072611,TVVP,Area Hospital,100.0
TG-10-63,AH Narayankhed,Area Hospital,Sangareddy,Narayankhed,Narayankhed (CT),18.034556,77.773028,TVVP,Area Hospital,100.0
TG-10-60,AH Patancheruvu,Area Hospital,Sangareddy,Patancheruvu,Patancheruvu,17.530083,78.266306,TVVP,Area Hospital,100.0
TG-10-61,AH Zaheerabad,Area Hospital,Sangareddy,Zahirabad,Zahirabad_U,17.679972,77.613389,TVVP,Area Hospital,100.0
TG-13-427,AMEENPUR-LINGAMAIAH COLONY,Basti Dawakhana,Sangareddy,Ameenpur,Ameenpur,17.517814,78.311007,,Basti Dawakhana,100.0
TG-13-428,BANDAMKOMMU,Basti Dawakhana,Sangareddy,Ameenpur,Ameenpur,17.509551,78.31878,,Basti Dawakhana,100.0
TG-13-419,BANDLAGUDA BD,Basti Dawakhana,Sangareddy,Ramachandrapuram,Ramachandrapuram,17.4943,78.31651,,Basti Dawakhana,100.0
TG-13-423,"BOMBAY COLONY,RC PURAM",Basti Dawakhana,Sangareddy,Ramachandrapuram,Ramachandrapuram,17.507196,78.289306,,Basti Dawakhana,100.0
TG-13-429,Beeramguda Beda Budiga Jangam Ameenpur BD,Basti Dawakhana,Sangareddy,Ramachandrapuram,Bandalguda,17.516147,78.302787,,Basti Dawakhana,100.0
TG-13-420,CHAITANYA NAGAR,Basti Dawakhana,Sangareddy,Patancheruvu,Patancheruvu,17.53673,78.26378,,Basti Dawakhana,100.0
TG-13-432,CHC Old Building -Sadashivpet,Basti Dawakhana,Sangareddy,Sadasivpet,Sadasivpet,17.620567,77.951069,,Basti Dawakhana,100.0
TG-13-425,"Chintapally, Pancha CH, Sanga Reddy",Basti Dawakhana,Sangareddy,Sangareddy,Chintalpalle_part,17.628098,78.066346,,Basti Dawakhana,100.0
TG-13-436,Gadi - Zaheerabad,Basti Dawakhana,Sangareddy,Zahirabad,Zahirabad_U,17.68392,77.60365,,Basti Dawakhana,100.0
TG-13-426,"Indira Nagar Govt Building , Tellapur .",Basti Dawakhana,Sangareddy,Ramachandrapuram,Tellapur,17.475226,78.293493,,Basti Dawakhana,100.0
TG-13-421,KANUKUNTA,Basti Dawakhana,Sangareddy,Patancheruvu,Patancheruvu,17.51345,78.25809,,Basti Dawakhana,100.0
TG-13-424,LIG Colony BD (Bharathi Nagar),Basti Dawakhana,Sangareddy,Ramachandrapuram,Ramachandrapuram,17.50412,78.28844,,Basti Dawakhana,100.0
TG-13-434,Mangalpet –Narayankhed,Basti Dawakhana,Sangareddy,Narayankhed,Narayankhed (CT),18.039363,77.777394,,Basti Dawakhana,100.0
TG-13-435,Riksha Coloney-Sangareddy,Basti Dawakhana,Sangareddy,Sangareddy,Kalwakunta,17.619097,78.089569,,Basti Dawakhana,100.0
TG-13-430,"SC Colony Community Hall , Bollarum .",Basti Dawakhana,Sangareddy,Jinnaram,Bollaram,17.554676,78.352576,,Basti Dawakhana,100.0
TG-13-433,SC Ward-5 -Andole –Jogipet,Basti Dawakhana,Sangareddy,Andole,Andole,17.813149,78.074402,,Basti Dawakhana,100.0
TG-13-422,"SN COLONY, RC PURAM",Basti Dawakhana,Sangareddy,Ramachandrapuram,Ramachandrapuram,17.512961,78.286335,,Basti Dawakhana,100.0
TG-13-437,Vani Nagar-Ameenpur,Basti Dawakhana,Sangareddy,Ameenpur,Ameenpur,17.51887,78.34286,,Basti Dawakhana,100.0
TG-13-431,ZAHEERABAD--HAMALI COLONY,Basti Dawakhana,Sangareddy,Zahirabad,Zahirabad_U,17.665927,77.611833,,Basti Dawakhana,100.0
TG-16-69,CHC Kohir,Community Health Centre,Sangareddy,Kohir,Kohir,17.598833,77.708444,TVVP,Community Health Centre,100.0
TG-16-71,CHC Mirzapur,Community Health Centre,Sangareddy,Nyalkal,Khaleelpur[M],17.760361,77.587528,TVVP,Community Health Centre,100.0
TG-16-70,CHC Sadashivpet,Community Health Centre,Sangareddy,Sadasivpet,Sadasivpet,17.6025,77.959972,TVVP,Community Health Centre,100.0
TG-16-73,"CHC, Kalhar",Community Health Centre,Sangareddy,Kalher,Kalher,18.198583,77.8455,TVVP,Community Health Centre,100.0
TG-16-72,"CHC, Karasaguthi",Community Health Centre,Sangareddy,Nagalgidda,Karsgutti,18.070778,77.608556,TVVP,Community Health Centre,100.0
TG-17-39,Pimary Health Centre Sirgapur,Primary Health Centre,Sangareddy,Sirgapoor,Sirgapoor,18.132767,77.735607,,Primary Health Centre,100.0
TG-17-78,Primary Health Centre Athmakur,Primary Health Centre,Sangareddy,Sadasivpet,Atmakur,17.680515,77.936562,,Primary Health Centre,100.0
TG-17-133,Primary Health Centre Bhanoor,Primary Health Centre,Sangareddy,Patancheruvu,Bhanur,17.484901,78.174617,,Primary Health Centre,100.0
TG-17-151,Primary Health Centre Chintalcheru,Primary Health Centre,Sangareddy,Hathnoora,Chintalcheru,17.651086,78.235688,,Primary Health Centre,100.0
TG-17-143,Primary Health Centre Doulthabad-H,Primary Health Centre,Sangareddy,Hathnoora,Doultabad @ Kothapet,17.714,78.205338,,Primary Health Centre,100.0
TG-17-183,Primary Health Centre Gummadidala,Primary Health Centre,Sangareddy,Gummadidala,Gummadidala,17.675888,78.370179,,Primary Health Centre,100.0
TG-17-137,Primary Health Centre Hathnoora,Primary Health Centre,Sangareddy,Hathnoora,Devalpally,17.725309,78.186545,,Primary Health Centre,100.0
TG-17-32,Primary Health Centre Jarasangam,Primary Health Centre,Sangareddy,Jharasangam,Jharasangam,17.759714,77.708185,,Primary Health Centre,100.0
TG-17-170,Primary Health Centre Jinnaram,Primary Health Centre,Sangareddy,Jinnaram,Jinnaram,17.631707,78.330311,,Primary Health Centre,100.0
TG-17-116,Primary Health Centre Kandi,Primary Health Centre,Sangareddy,Kandi,Kandi,17.583428,78.108163,,Primary Health Centre,100.0
TG-17-197,Primary Health Centre Kanukunta,Primary Health Centre,Sangareddy,Gummadidala,Kankunta,17.696745,78.420508,,Primary Health Centre,100.0
TG-17-17,Primary Health Centre Karasgutti,Primary Health Centre,Sangareddy,Nagalgidda,Karsgutti,18.07104,77.608061,,Primary Health Centre,100.0
TG-17-106,Primary Health Centre Kondapur,Primary Health Centre,Sangareddy,Kondapur,Terpole,17.546824,78.034343,,Primary Health Centre,100.0
TG-17-38,Primary Health Centre Manoor,Primary Health Centre,Sangareddy,Manoor,Manoor,17.981024,77.734225,,Primary Health Centre,100.0
TG-17-14,Primary Health Centre Mirzapur,Primary Health Centre,Sangareddy,Nyalkal,Khaleelpur[M],17.75909,77.586797,,Primary Health Centre,100.0
TG-17-8,Primary Health Centre Mogudampally,Primary Health Centre,Sangareddy,Mogudampally,Mannapur,17.632371,77.529159,,Primary Health Centre,100.0
TG-17-60,Primary Health Centre Munipally,Primary Health Centre,Sangareddy,Munipally,Munipally,17.690265,77.86462,,Primary Health Centre,100.0
TG-17-26,Primary Health Centre Nyalkal,Primary Health Centre,Sangareddy,Nyalkal,Nyalkal,17.840418,77.667392,,Primary Health Centre,100.0
TG-17-94,Primary Health Centre Pulkal,Primary Health Centre,Sangareddy,Pulkal,Pulkal,17.738416,77.987482,,Primary Health Centre,100.0
TG-17-161,Primary Health Centre RC Puram,Primary Health Centre,Sangareddy,Ramachandrapuram,Ramachandrapuram,17.511271,78.284808,,Primary Health Centre,100.0
TG-17-42,Primary Health Centre Raikode,Primary Health Centre,Sangareddy,Raikode,Raikode,17.833303,77.749831,,Primary Health Centre,100.0
TG-17-90,Primary Health Centre Talelma,Primary Health Centre,Sangareddy,Andole,Talelma,17.843233,77.972259,,Primary Health Centre,100.0
TG-17-27,"Primary Health Centre, Bilalpur",Primary Health Centre,Sangareddy,Kohir,Bilalpur,17.559839,77.686359,,Primary Health Centre,100.0
TG-17-174,"Primary Health Centre, Bollaram",Primary Health Centre,Sangareddy,Jinnaram,Bollaram,17.559423,78.341565,,Primary Health Centre,100.0
TG-17-33,"Primary Health Centre, Digwal",Primary Health Centre,Sangareddy,Kohir,Digwal,17.663725,77.712154,,Primary Health Centre,100.0
TG-17-20,"Primary Health Centre, Kangti",Primary Health Centre,Sangareddy,Kangti,Turkwadgaon,18.205506,77.616917,,Primary Health Centre,100.0
TG-17-18,"Primary Health Centre, Malchelma",Primary Health Centre,Sangareddy,Zahirabad,Malchelma,17.58425,77.60848,,Primary Health Centre,100.0
TG-17-63,"Primary Health Centre, Nizampet",Primary Health Centre,Sangareddy,Nizampet,Nizampet,18.094851,77.872993,,Primary Health Centre,100.0
TG-17-157,"Primary Health Centre, RHC Patancheru",Primary Health Centre,Sangareddy,Patancheruvu,Patancheruvu,17.530356,78.266721,,Primary Health Centre,100.0
TG-17-44,"Primary Health Centre, Thurkapally",Primary Health Centre,Sangareddy,Narayankhed,Gangapur,18.07832,77.766626,,Primary Health Centre,100.0
TG-8-23,Government General Hospital,Teaching Hospital,Sangareddy,Sangareddy,Sangareddy (M ),17.626945,78.081989,Director of Medical Education,Medical Colleges,100.0
TG-15-228,UPHC Marks Nagar,Urban Primary Health Centre,Sangareddy,Patancheruvu,Patancheruvu,17.524778,78.281428,,Urban Primary Health Centre,100.0
TG-15-227,UPHC Patancheru,Urban Primary Health Centre,Sangareddy,Patancheruvu,Patancheruvu,17.530933,78.270451,,Urban Primary Health Centre,100.0
TG-15-225,UPHC Zaheerabad,Urban Primary Health Centre,Sangareddy,Zahirabad,Pasthapur,17.681675,77.630776,,Urban Primary Health Centre,100.0
TG-15-226,Uphc Indiranagar Colony,Urban Primary Health Centre,Sangareddy,Sangareddy,Sangareddy (M ),17.607321,78.073616,,Urban Primary Health Centre,100.0
TG-10-65,AH Dubbak,Area Hospital,Siddipet,Dubbak,Chervapur,18.15859,78.66637,TVVP,Area Hospital,100.0
TG-10-64,AH Gajwel,Area Hospital,Siddipet,Gajwel,Gajwel,17.842961,78.684372,TVVP,Area Hospital,100.0
TG-10-66,AH Husnabad,Area Hospital,Siddipet,Husnabad,Husnabad,18.137222,79.209306,TVVP,Area Hospital,100.0
TG-13-443,2 BHK KCR Nagar Siddipet,Basti Dawakhana,Siddipet,Siddipet_Urban,Narsapur,18.11145,78.878419,,Basti Dawakhana,100.0
TG-13-442,2BHK Colony Dubbaka,Basti Dawakhana,Siddipet,Dubbak,Dubbak,18.176889,78.674443,,Basti Dawakhana,100.0
TG-13-441,"Indiramma Colony, Siddipet",Basti Dawakhana,Siddipet,Siddipet_Urban,Siddipet (M + OG),18.119681,78.857744,,Basti Dawakhana,100.0
TG-13-440,"Kallakunta Colony,Veg market, Siddipet",Basti Dawakhana,Siddipet,Siddipet_Urban,Siddipet (M + OG),18.115058,78.820973,,Basti Dawakhana,100.0
TG-13-444,"Old AD Agriculture office,Arepally Husnabad",Basti Dawakhana,Siddipet,Husnabad,Husnabad,18.13172,79.209766,,Basti Dawakhana,100.0
TG-13-439,Old BC Girls Hostel Gajwel,Basti Dawakhana,Siddipet,Gajwel,Gajwel,17.85611,78.682418,,Basti Dawakhana,100.0
TG-13-445,R&R Colony Gajwel BDK,Basti Dawakhana,Siddipet,Gajwel,Sangapur,17.816512,78.668997,,Basti Dawakhana,100.0
TG-13-438,RDO Office R&B Building BDK,Basti Dawakhana,Siddipet,Siddipet_Urban,Siddipet (M + OG),18.103807,78.848585,,Basti Dawakhana,100.0
TG-16-74,CHC Cheriyal,Community Health Centre,Siddipet,Cherial,Cherial,17.9232,78.9719,TVVP,Community Health Centre,100.0
TG-16-75,CHC Nangunoor,Community Health Centre,Siddipet,Nangnoor,Nanganoor,18.061454,79.035375,TVVP,Community Health Centre,100.0
TG-17-399,"Primary Health Center, Akkannapet",Primary Health Centre,Siddipet,Akkannapet,Akkannapeta,18.019026,79.199113,,Primary Health Centre,100.0
TG-17-287,"Primary Health Center, Chintamadaka",Primary Health Centre,Siddipet,Siddipet_Rural,Ankampet,18.191749,78.752757,,Primary Health Centre,100.0
TG-17-306,"Primary Health Center, Jagdevpur",Primary Health Centre,Siddipet,Jagdevpur,Peerlapally,17.748887,78.814372,,Primary Health Centre,100.0
TG-17-296,"Primary Health Center, Markook",Primary Health Centre,Siddipet,Jagdevpur,Alirajapet,17.790409,78.779796,,Primary Health Centre,100.0
TG-17-348,"Primary Health Center, Mustyala",Primary Health Centre,Siddipet,Cherial,Cherial,17.904804,78.988032,,Primary Health Centre,100.0
TG-17-275,"Primary Health Center, Sirigiripally",Primary Health Centre,Siddipet,Gajwel,Pragnapur,17.819241,78.699964,,Primary Health Centre,100.0
TG-17-330,Primary Health Centre Chinnakodur,Primary Health Centre,Siddipet,Chinnakodur,Chinnakodur,18.161906,78.898234,,Primary Health Centre,100.0
TG-17-335,Primary Health Centre Ibrahim Nagar,Primary Health Centre,Siddipet,Chinnakodur,Ibrahim Nagar,18.142825,78.934658,,Primary Health Centre,100.0
TG-17-329,Primary Health Centre Komuravelly,Primary Health Centre,Siddipet,Komuravelli,Komuravelle,17.939607,78.894344,,Primary Health Centre,100.0
TG-17-319,Primary Health Centre Kondapak,Primary Health Centre,Siddipet,Kondapak,Kondapak,17.97726,78.858535,,Primary Health Centre,100.0
TG-17-302,Primary Health Centre Kukunoorpally,Primary Health Centre,Siddipet,Kukunoorpally,Kuknurpalle,17.886572,78.795509,,Primary Health Centre,100.0
TG-17-298,Primary Health Centre Narayanraopet,Primary Health Centre,Siddipet,Narayanraopet,Narayanraopet,18.209921,78.784309,,Primary Health Centre,100.0
TG-17-301,Primary Health Centre Pullur,Primary Health Centre,Siddipet,Siddipet_Rural,Pullur,18.158816,78.795254,,Primary Health Centre,100.0
TG-17-282,Primary Health Centre Thogutta,Primary Health Centre,Siddipet,Thoguta,Thoguta,18.009497,78.722478,,Primary Health Centre,100.0
TG-17-281,"Primary Health Centre, Ahmadipur",Primary Health Centre,Siddipet,Gajwel,Ahmadipur,17.921199,78.721581,,Primary Health Centre,100.0
TG-17-355,"Primary Health Centre, Bejjanki",Primary Health Centre,Siddipet,Bejjanki,Bejjanki,18.247424,79.022176,,Primary Health Centre,100.0
TG-17-316,"Primary Health Centre, Bhiknoor",Primary Health Centre,Siddipet,Siddipet_Urban,Siddipet (M + OG),18.099963,78.84055,,Primary Health Centre,100.0
TG-17-250,"Primary Health Centre, Bhoompally",Primary Health Centre,Siddipet,Akbarpet-bhoompally,Bhoompalle,18.119219,78.595004,,Primary Health Centre,100.0
TG-17-246,"Primary Health Centre, Doulthabad-G",Primary Health Centre,Siddipet,Doultabad,Doultabad,17.991528,78.571231,,Primary Health Centre,100.0
TG-17-379,"Primary Health Centre, Gatlamalyala",Primary Health Centre,Siddipet,Nangnoor,Gatlamallial,18.067897,79.113043,,Primary Health Centre,100.0
TG-17-240,"Primary Health Centre, Indupiriyal",Primary Health Centre,Siddipet,Doultabad,Indupiriyal,17.916067,78.559875,,Primary Health Centre,100.0
TG-17-372,"Primary Health Centre, Koheda",Primary Health Centre,Siddipet,Koheda,Koheda,18.17418,79.089252,,Primary Health Centre,100.0
TG-17-369,"Primary Health Centre, Ladnoor",Primary Health Centre,Siddipet,Maddur,Ladunoor,17.888382,79.078451,,Primary Health Centre,100.0
TG-17-362,"Primary Health Centre, Maddur",Primary Health Centre,Siddipet,Maddur,Maddur,17.915752,79.058679,,Primary Health Centre,100.0
TG-17-267,"Primary Health Centre, Mirdoddi",Primary Health Centre,Siddipet,Mirdoddi,Mirdoddi,18.085786,78.678909,,Primary Health Centre,100.0
TG-17-410,"Primary Health Centre, Mirzapur",Primary Health Centre,Siddipet,Husnabad,Mirzapur,18.103964,79.254927,,Primary Health Centre,100.0
TG-17-258,"Primary Health Centre, Mulug",Primary Health Centre,Siddipet,Mulug,Mulug,17.746971,78.630603,,Primary Health Centre,100.0
TG-17-339,"Primary Health Centre, Rajagopalpet",Primary Health Centre,Siddipet,Nangnoor,Mundrai,18.084774,78.941729,,Primary Health Centre,100.0
TG-17-383,"Primary Health Centre, Ramavaram",Primary Health Centre,Siddipet,Akkannapet,Ramavaram,18.013084,79.131282,,Primary Health Centre,100.0
TG-17-260,"Primary Health Centre, Rammakkapet",Primary Health Centre,Siddipet,Dubbak,Ramakkapet,18.180341,78.639066,,Primary Health Centre,100.0
TG-17-257,"Primary Health Centre, Rayapole",Primary Health Centre,Siddipet,Raipole,Raipole,17.938963,78.629826,,Primary Health Centre,100.0
TG-17-239,"Primary Health Centre, Singannaguda",Primary Health Centre,Siddipet,Mulug,Singannaguda,17.722874,78.546866,,Primary Health Centre,100.0
TG-17-292,"Primary Health Centre, Teegul",Primary Health Centre,Siddipet,Jagdevpur,Teegul,17.815769,78.765862,,Primary Health Centre,100.0
TG-17-280,"Primary Health Centre, Thimmapur",Primary Health Centre,Siddipet,Dubbak,Thimmapur,18.113849,78.72095,,Primary Health Centre,100.0
TG-17-368,"Primary Health Centre, Thotapalli",Primary Health Centre,Siddipet,Bejjanki,Thotapally,18.273855,79.075241,,Primary Health Centre,100.0
